UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
7738,L50668,L,295.5920426,307.6222447,2541,19.71037312,152
4475,L50669,L,299.1946833,309.2445417,1937,51.47718652,81
8573,M18350,M,296.0780015,312.6343722,2650,6.868145067,108
637,H32905,H,300.882992,307.0561259,1665,25.90875015,225
800,H32906,H,303.4049517,307.8508384,1292,52.86514789,220
4013,M18353,M,303.4228163,309.3080128,1371,14.67261197,252
283,L50674,L,301.3632178,311.469216,1935,19.97608943,172
4310,M18355,M,297.2433328,308.74466,1810,67.79799154,151
9372,L50676,L,303.2395708,313.2146315,2212,52.89057604,2
2047,L50677,L,303.4520596,306.4651021,1757,40.12128211,61
6674,L50678,L,297.109213,308.703514,2754,19.15303895,78
855,L50679,L,302.08432,311.4425284,1529,28.654623,194
617,H32914,H,297.9359799,307.5304928,1528,45.61126028,182
3231,H32915,H,302.6842909,311.0169464,2307,15.10675684,222
2089,M18362,M,304.4745887,307.0301574,1222,38.87096902,9
3874,L50683,L,295.5762392,306.1534403,1459,33.57333589,229
7673,M18364,M,303.555766,306.6802273,2242,38.50283846,182
4615,L50685,L,301.0282009,313.2328767,2009,11.48482779,149
9221,H32920,H,304.2551201,310.1691822,1952,11.55298794,141
1045,M18367,M,299.5780876,312.1504008,1421,73.98727736,200
646,L50688,L,303.095969,308.3945015,1659,75.09797102,209
941,L50689,L,295.8740254,310.500535,2152,34.8247871,135
343,L50690,L,298.3845673,309.7091123,1740,61.23886903,122
1667,L50691,L,295.9165521,313.3604775,2026,51.54161588,101
2465,M18372,M,304.2731568,311.7553546,2160,12.31154702,142
38,M18373,M,302.8161599,311.6173953,2128,25.39820625,109
4432,H32928,H,303.1434363,306.0754615,1392,26.63382255,142
251,M18375,M,303.9292801,310.1523243,2660,47.17237886,179
5008,L50696,L,296.0829521,309.4826308,1270,46.02230466,69
7239,L50697,L,298.8474979,313.2155224,2137,71.0314329,53
264,L50698,L,295.953521,307.7844701,2239,61.31464366,75
6528,M18379,M,297.2392965,307.885651,1904,66.17850998,169
5887,L50700,L,297.4101651,309.0319046,2533,68.68144307,146
9607,L50701,L,299.6157863,307.6712947,1400,62.13294176,39
5106,L50702,L,297.7707719,306.7463897,2773,28.0337558,196
1622,L50703,L,296.2289986,312.6450603,2750,19.45294431,26
1754,M18384,M,296.840918,310.2220398,1395,45.42466221,73
8754,L50705,L,296.6549352,312.677038,2174,54.00057344,42
3583,H32940,H,304.2523065,312.4321916,1689,31.94214814,179
1158,M18387,M,302.2854911,307.9845431,2783,65.55905372,45
5509,L50708,L,304.2034055,310.1366733,1180,73.72924796,141
9958,L50709,L,299.3456125,306.3740634,2690,45.25200886,63
4157,M18390,M,297.86099,313.1135403,1612,37.03990213,188
3836,M18391,M,302.6442974,308.974528,1507,65.16218211,97
5862,L50712,L,298.301536,308.8887771,2515,5.566823021,125
3104,L50713,L,298.054327,308.1523185,2787,13.19211843,57
4753,M18394,M,297.4390551,309.4313763,1765,65.36387758,176
1046,H32949,H,296.4930466,307.739251,1324,57.09168104,206
8016,L50716,L,297.6594602,308.7363034,1823,34.09475163,28
2858,M18397,M,298.5689417,312.1795711,2170,68.50841524,246
1103,L50718,L,301.5007467,312.4574696,2766,29.38616334,153
7304,L50719,L,295.8755965,308.1638781,2622,49.94394205,26
6446,L50720,L,297.2366638,309.4990169,2746,49.97954944,194
6003,L50721,L,302.7430175,312.7779402,2598,17.21936178,66
8579,L50722,L,296.6516817,306.126654,2349,24.53720639,162
1613,L50723,L,298.4523353,312.9020742,2376,70.48530397,249
1566,M18404,M,303.2548621,307.4753932,1965,17.15260136,187
3356,L50725,L,296.7253129,311.1961679,1658,16.43623247,188
2508,M18406,M,296.0611789,310.4186687,2002,38.71600649,226
2201,M18407,M,299.7577496,310.1788201,2119,10.51196841,113
4005,L50728,L,298.0822595,312.6608178,2727,68.92878656,197
5811,M18409,M,300.483357,306.5227344,1524,11.09085727,77
8999,M18410,M,302.695005,308.510927,1884,48.68538431,89
3784,L50731,L,296.5617661,310.0598472,1529,28.53611915,130
641,M18412,M,300.6424316,312.2714397,2415,62.35106606,160
5926,M18413,M,299.9506806,307.453189,2804,46.73822229,41
4087,L50734,L,296.6255248,312.2037317,2395,32.06868707,12
2100,L50735,L,301.0407861,308.9370717,1175,75.42595327,28
7868,L50736,L,297.8174918,307.2302022,1639,8.62161596,8
7899,M18417,M,299.7880757,311.8477902,1339,45.86284288,31
8434,L50738,L,296.0569054,306.4362811,1263,75.84057308,149
5790,M18419,M,299.5281733,309.8696157,1841,54.10135243,85
3750,L50740,L,298.1194639,306.2173938,1775,57.65522918,57
4747,L50741,L,302.8659071,308.5869846,2497,6.136235325,56
9627,L50742,L,295.8242043,310.5687221,2848,5.355238273,225
7196,M18423,M,299.1511869,310.2045359,2449,6.428816152,137
1434,M18424,M,299.5175691,308.9777089,1641,75.99750008,24
6503,M18425,M,301.9700559,309.1752888,2491,75.10903858,189
9632,L50746,L,300.5834457,307.5368334,2656,28.1522498,190
4278,L50747,L,301.4383535,309.392649,1781,24.98347622,75
4888,L50748,L,302.4488534,313.4213643,1856,14.42579667,114
8104,M18429,M,303.2322674,312.5886686,2065,27.76141378,130
5934,H32984,H,298.1876546,306.8763862,2519,30.74691494,82
7508,M18431,M,300.2498089,305.9412244,1277,58.27498906,224
4449,L50752,L,303.0289943,313.2615469,1877,66.86617065,249
8669,L50753,L,304.4029504,309.966673,2320,58.16231672,174
9511,L50754,L,303.4835777,310.0564864,2132,50.86338736,182
5329,L50755,L,298.7174988,312.0238158,2038,59.55752568,153
5195,L50756,L,297.095532,308.2489807,2328,57.56261648,12
5351,M18437,M,299.8024113,309.6034513,2730,38.4345777,134
5697,M18438,M,302.1231014,313.5461696,1816,28.2499821,161
3658,L50759,L,299.8316355,311.1444044,2355,24.38643619,21
9481,L50760,L,299.7452639,306.9453348,1516,53.25707745,83
269,M18441,M,303.0117199,306.7791367,1630,73.63734026,106
2936,L50762,L,298.6249148,307.3545445,2834,46.10078354,22
9214,L50763,L,303.210111,311.9103646,2695,70.23192938,175
90,L50764,L,299.0426042,308.0925537,2052,4.835898207,13
1926,L50765,L,298.3197446,305.8732497,2342,61.63746308,93
3248,L50766,L,299.4767072,313.3478123,1413,65.9422735,86
1149,H33001,H,302.314512,307.0746787,2301,49.7363514,110
9795,M18448,M,296.4592187,305.7774213,2776,71.79964075,51
5298,L50769,L,297.1070568,307.620766,1965,46.74566588,82
9995,L50770,L,304.0532924,307.6037332,2466,21.3110865,166
8197,M18451,M,296.914523,309.1182425,2037,19.5042143,40
5933,H33006,H,300.5230913,313.1551576,2258,44.26488022,163
3062,M18453,M,300.6296931,312.8213978,2241,69.79203014,5
431,M18454,M,299.8045451,309.4008459,1983,9.068386451,150
8582,L50775,L,301.2316563,309.0282892,1682,47.79962929,137
8016,L50776,L,297.4144059,310.1955736,1393,59.84169283,98
3543,M18457,M,300.3844929,307.6719775,1745,12.20127067,84
1374,L50778,L,298.7239939,306.1226984,1673,12.30083348,223
4840,H33013,H,301.3873388,313.3077155,1322,30.45411816,59
4180,L50780,L,296.5992566,307.2122618,2671,23.73854943,29
453,L50781,L,300.5520722,307.3070459,1278,18.23727077,224
8515,M18462,M,297.0044873,309.5269287,1650,18.26493584,69
4015,L50783,L,297.8635162,309.6820681,1975,13.31270556,4
6050,L50784,L,297.3121302,305.8493171,1441,48.27017215,246
5659,L50785,L,296.9821076,306.8984334,1322,53.89554394,78
9321,L50786,L,302.8965408,308.763054,2842,54.97375732,184
9302,L50787,L,297.9285096,311.2382186,2358,42.55536946,42
2551,M18468,M,303.8295388,307.5501895,2210,73.17157643,179
8698,M18469,M,304.223324,309.126417,1512,67.90278621,216
7029,M18470,M,300.5555963,310.214495,1902,73.51554719,76
9372,L50791,L,296.6156103,312.8975992,1736,32.10431081,5
496,L50792,L,298.7458438,308.3411711,1461,67.70261404,228
5037,L50793,L,302.6391368,306.781822,1812,59.33727812,1
7138,L50794,L,298.6799947,309.663105,2653,28.55002734,16
386,M18475,M,296.1005584,311.748445,1505,11.55998922,87
3615,M18476,M,300.4224212,306.589864,1619,53.49482699,11
4772,L50797,L,303.0751118,309.1399363,1511,13.7337292,171
7281,L50798,L,302.6225228,305.8440596,1884,25.18687875,181
1897,L50799,L,296.9111329,305.9718294,1798,40.22654117,77
7009,H33034,H,301.4894345,309.6119222,1932,53.29544856,6
3518,L50801,L,297.3286392,308.1153981,1252,71.22937344,245
811,L50802,L,297.3075093,312.5453691,1904,46.98787527,217
883,M18483,M,303.3414603,310.5774499,1827,52.67887366,159
9595,M18484,M,297.5969544,309.376857,2580,26.36900829,156
3795,M18485,M,297.7218756,309.0042765,1394,53.83490248,173
9481,M18486,M,295.3060112,309.7276884,2477,35.67112079,230
5308,L50807,L,303.3101551,306.0275545,2475,66.18459011,72
9090,L50808,L,302.5918723,312.9316262,2884,32.37039741,77
8122,L50809,L,301.0714262,313.7862556,1276,37.89020318,180
9409,L50810,L,302.202445,307.1700457,1302,35.2923887,208
5230,M18491,M,296.6988468,306.675102,2105,62.84974234,240
2956,L50812,L,299.5165771,306.8629775,1458,73.22930154,24
2954,M18493,M,298.5312184,311.0543192,2806,27.62571471,52
3571,L50814,L,296.162744,311.0576708,2699,38.38203118,221
5743,M18495,M,299.7724005,312.5681857,2820,55.19143222,236
5185,L50816,L,303.7708048,311.7897937,1989,68.98378208,156
1089,M18497,M,295.6685439,309.3424864,2220,39.74141073,250
317,M18498,M,297.9814404,310.6641284,1561,11.7274474,220
6239,L50819,L,297.2093766,311.2751058,1194,30.63927672,81
7971,H33054,H,297.4909492,309.8531654,2658,43.86634526,222
395,L50821,L,303.6575979,309.552773,1180,34.19579131,210
5316,L50822,L,299.6062353,310.9252893,1721,17.38125691,80
9766,L50823,L,299.5899546,310.2155438,2100,6.492835261,133
1063,L50824,L,302.2972959,310.9159327,1612,53.84335089,75
2424,L50825,L,296.7213283,310.6641237,1391,76.07126749,165
4552,M18506,M,299.7828413,311.5254921,2654,70.71824295,2
4372,L50827,L,299.255864,310.9067084,1188,53.54212231,238
5675,M18508,M,300.7915784,309.9099141,2578,65.06337006,34
3582,L50829,L,304.4959309,311.2225542,2839,22.41697062,182
6549,L50830,L,302.3789298,309.3408039,2517,49.11322695,46
4259,L50831,L,298.9603645,307.6575369,1634,8.211986881,160
9835,M18512,M,302.9134881,305.7114876,2848,55.28298991,244
4896,L50833,L,296.8705169,310.2357096,2713,74.40670628,92
6948,L50834,L,295.5802659,310.4843073,2416,66.46604397,130
7785,L50835,L,297.180925,313.5735966,1820,42.70729568,196
7237,M18516,M,298.4317863,308.6279745,2666,61.22028797,58
5229,L50837,L,299.997343,308.8924793,1785,72.51583336,205
1543,M18518,M,300.9591881,307.3345766,1947,19.52607967,227
2900,M18519,M,303.6775726,306.2713278,1625,61.54921974,245
1479,L50840,L,299.9906569,311.9597164,1807,23.44485854,219
9204,M18521,M,299.9117359,307.7224166,2404,67.64177232,232
9624,M18522,M,295.7622357,310.6321294,1830,10.96020801,95
8649,M18523,M,295.6211863,311.2709616,2128,16.77430089,17
5011,M18524,M,300.3706716,309.5170172,2672,56.26087854,233
4052,M18525,M,299.3312432,312.7984521,1347,16.52380228,231
3577,M18526,M,303.0204596,309.2947382,1705,15.30635318,125
7836,L50847,L,296.7782522,308.0077598,1694,44.23798867,76
8096,L50848,L,295.5297393,312.9577257,1189,64.58707091,65
6654,L50849,L,299.4311567,312.6786707,2536,23.34442856,243
2293,L50850,L,297.4848027,307.0287236,1744,65.0348597,152
4880,M18531,M,295.7564522,305.9102842,1930,62.61900727,19
7206,L50852,L,301.9663042,306.428883,2089,45.95887319,198
1139,H33087,H,296.3266556,308.0210339,2212,50.86976847,202
2546,L50854,L,300.8965394,313.5753044,1912,6.744118385,196
9553,M18535,M,297.8856577,310.2239808,2599,30.52746864,156
3191,M18536,M,296.8961637,308.72342,2678,22.97515099,17
8248,M18537,M,298.793714,312.8986004,2719,14.72028106,71
4520,L50858,L,302.6733011,309.3704043,2607,32.16719916,154
4978,L50859,L,298.9072609,308.2534329,2463,29.63702549,121
6705,L50860,L,302.2070808,313.3238782,2396,56.86331417,169
6192,M18541,M,296.4544739,312.5810931,2489,47.34141359,65
5766,L50862,L,302.4094971,312.5337138,1839,70.27368501,98
8430,M18543,M,297.4797866,309.8495064,2744,14.38567205,25
3040,L50864,L,301.5320168,312.094451,2299,8.149698468,150
8581,M18545,M,300.5051903,307.1527622,1804,42.71944693,4
8877,L50866,L,303.8481314,310.343106,2191,3.874775691,79
3984,M18547,M,298.8633672,313.669152,1319,61.14593906,105
187,L50868,L,295.9087197,308.0567633,1180,40.6348263,10
3429,L50869,L,295.4762305,312.1342539,1882,39.33117394,146
7759,L50870,L,302.9070988,309.6728751,2270,30.18970725,207
6755,L50871,L,300.1275679,306.022426,2073,31.09809527,223
3389,L50872,L,302.4322453,311.8804571,2745,35.18653178,139
5070,L50873,L,297.4567155,307.0654101,2360,4.967154674,129
2935,M18554,M,298.4747705,310.8149359,1416,9.882133309,170
4372,L50875,L,295.5769556,306.39388,2312,40.56749586,149
6935,L50876,L,304.1457294,313.3696259,1554,14.72890091,153
5988,L50877,L,301.4443847,308.0629635,1606,60.49391789,32
6860,H33112,H,303.8854868,307.534364,2463,23.78252067,23
3970,L50879,L,297.7425669,306.7460049,1467,10.9270936,196
2752,L50880,L,300.9254652,313.3626178,1888,20.92328261,148
8174,L50881,L,301.5421997,311.4664203,1640,29.79675116,45
1576,L50882,L,298.2214572,311.7074532,2349,6.371049106,17
6504,M18563,M,303.102605,309.7451769,2174,14.11397818,230
1260,M18564,M,304.0138855,309.5452951,1800,27.37604373,132
1057,M18565,M,303.4406671,306.5911721,2418,26.40297849,7
5661,L50886,L,302.0994162,310.2347129,1588,62.06815151,84
8737,M18567,M,297.8526751,307.7000236,2123,65.1889986,110
6244,L50888,L,297.8908676,313.6148772,2140,17.88087402,56
6801,L50889,L,304.1629149,312.1523056,1191,12.82282355,4
330,L50890,L,295.3946174,309.0452357,1705,49.96702886,12
2170,L50891,L,301.8876598,306.9258642,2761,62.37659485,82
9771,L50892,L,301.7974647,312.0611867,1944,73.95904148,220
3007,L50893,L,301.0287438,306.6886355,1805,4.29476953,193
5841,M18574,M,304.4090014,307.2336034,1707,33.91576666,164
7146,M18575,M,298.1692908,307.4133162,2070,57.23431432,89
2524,L50896,L,298.4277411,310.2108142,2319,64.11911696,156
4223,H33131,H,296.0262425,312.0751589,2285,8.334417064,249
2916,L50898,L,299.3737429,308.2459505,1588,53.34873702,68
9965,L50899,L,297.7016464,306.3858255,2463,24.83473863,31
5675,M18580,M,298.4591577,309.4627616,1651,9.230658639,101
1957,M18581,M,302.9780605,311.759693,2196,39.40666795,175
6190,L50902,L,303.9064575,307.4954771,1324,15.31356339,129
2073,L50903,L,297.0087443,307.4813888,1219,57.45414731,68
873,M18584,M,298.7270822,313.3725389,1410,57.76385902,238
7498,H33139,H,303.8434012,313.4286452,2854,65.10253329,224
6005,M18586,M,295.8686378,313.7227724,1941,31.28700028,178
6438,L50907,L,296.1497169,312.2420428,1587,4.768953238,162
7334,L50908,L,296.7976771,307.2242918,1592,22.70877631,210
8449,M18589,M,300.7759581,307.4170503,1247,37.85669173,142
4918,M18590,M,296.6843449,308.4558245,1862,54.32402114,226
4033,M18591,M,304.2063027,308.2768735,1521,31.61255464,71
3261,M18592,M,299.4097737,313.4478748,2810,42.82432323,110
7167,L50913,L,299.9139652,312.0914993,2857,41.96638917,64
8886,M18594,M,297.5692593,311.5644712,1460,15.81071503,165
7443,M18595,M,299.6328343,307.2063021,1884,49.15800361,213
4038,H33150,H,301.3896054,313.067157,2307,35.77752581,16
7202,L50917,L,302.2108297,312.4057501,1696,62.61648148,79
556,M18598,M,302.2355864,307.0254989,1647,54.07649595,172
5610,M18599,M,300.6165982,312.7564797,2479,11.91495676,128
6643,L50920,L,303.6201099,307.905205,2859,39.38161225,2
9470,L50921,L,302.8201522,306.3550449,1644,54.9415893,126
5229,L50922,L,302.2648427,311.0202607,1192,10.13445364,127
9140,L50923,L,295.8115708,310.9958177,1598,61.49378397,247
4581,L50924,L,295.3632773,306.4689493,2469,19.96192867,69
4374,L50925,L,297.254515,308.2826997,1484,40.42457311,51
398,H33160,H,301.4044171,313.7417971,1805,72.27286173,180
222,L50927,L,299.0830169,311.195256,1525,45.3931323,121
2366,L50928,L,299.0021376,311.6136088,2467,34.67116408,253
1778,L50929,L,303.4381994,307.42463,1857,4.294670715,2
4061,L50930,L,303.5391782,306.3381348,1511,13.51251174,238
3955,L50931,L,303.6644124,307.9429037,2622,45.92673084,93
5729,H33166,H,298.1876783,307.7160769,1726,39.75046296,46
775,L50933,L,301.6577135,307.5998072,1879,30.28676399,74
340,L50934,L,297.7990253,307.26131,1730,71.01011646,90
7,L50935,L,297.0536105,310.3555211,1606,28.00472872,85
1297,L50936,L,296.9986186,308.3576382,2653,42.90457507,5
288,M18617,M,298.4473901,312.3447946,2461,45.20233621,229
893,M18618,M,299.2556101,307.1899741,2622,42.1996988,232
6991,L50939,L,302.9447324,309.4634793,2212,38.5682165,173
8909,L50940,L,296.4029981,305.8106285,1310,28.33823998,94
4280,M18621,M,302.0613178,309.6016268,2035,69.95799249,249
1854,M18622,M,300.1893852,306.1522896,1520,36.61847746,60
570,L50943,L,297.9490972,313.6195604,2656,42.27107754,42
4719,L50944,L,299.8339402,312.1037962,2184,51.59159722,55
8835,M18625,M,298.059467,309.669903,1635,8.725359889,197
3673,L50946,L,300.783954,306.4013576,2704,60.6777767,113
6992,L50947,L,299.2913641,310.4988081,2655,41.11053217,147
6774,L50948,L,296.8125309,311.8459864,2044,51.64248093,46
2552,M18629,M,296.3725643,307.2448097,2585,60.00247836,181
110,L50950,L,300.3296003,310.3024876,2086,67.43443565,168
3651,M18631,M,303.6021999,312.2951083,2249,32.35364635,202
3220,L50952,L,298.4644107,311.922807,2317,62.87209619,193
732,M18633,M,302.043601,312.2042353,2008,22.643326,30
5694,M18634,M,301.3596845,312.8225197,2045,51.87243539,101
8760,H33189,H,303.8703052,313.295225,2652,11.27709149,63
5557,L50956,L,302.8530254,308.9847214,1219,5.258218028,89
7105,M18637,M,300.5127684,310.3070297,2179,10.77155558,90
9550,M18638,M,301.3446806,312.1043422,1981,27.05104502,185
7264,L50959,L,303.5651555,311.3468325,1436,6.063687886,249
1072,L50960,L,298.9755728,313.7637138,1263,49.69976462,182
7974,L50961,L,298.3065113,305.810789,1440,26.84444239,45
7446,L50962,L,295.399462,308.576579,2514,57.40817773,109
5072,H33197,H,302.9042699,307.9763262,2764,7.14262192,94
7371,L50964,L,302.6690224,307.8247584,2884,19.57587404,23
2247,L50965,L,296.2609816,307.5024912,1300,33.50264936,204
1921,L50966,L,300.6070879,311.4439031,2095,31.65703374,88
6013,L50967,L,299.5686316,306.3865517,1256,13.33670338,36
8316,L50968,L,296.3921237,311.7070316,1852,76.17316003,168
6344,L50969,L,304.3212277,311.3167493,1991,24.50720148,152
75,L50970,L,297.2752022,307.7315135,1172,56.29113576,28
1989,L50971,L,295.9185545,307.7479536,1524,19.81794356,158
8349,L50972,L,300.7725959,310.7937707,2534,67.70756814,106
7288,L50973,L,302.0975734,311.873586,1371,32.02880498,230
3084,M18654,M,295.5984797,312.7995335,2865,69.3857012,129
3819,M18655,M,301.3602023,312.6023305,2764,28.68558215,247
3692,M18656,M,300.1970853,313.5155523,1638,4.429270205,139
5240,L50977,L,296.2500381,310.4092177,1631,41.43908738,132
8275,L50978,L,296.8872197,313.06011,1664,42.00456175,188
3066,L50979,L,300.5253635,312.2489575,1869,12.52392851,90
7955,M18660,M,298.02649,312.9468078,2004,20.90534814,55
2234,M18661,M,303.9325047,305.7941755,1230,60.83847902,225
9977,M18662,M,302.8324101,313.5238142,2747,6.475824033,77
2091,L50983,L,304.3488183,309.5355943,1406,39.43754279,70
5629,L50984,L,297.6889717,312.1652822,1707,42.41371138,164
4169,M18665,M,304.2214574,306.7303534,1365,53.93823802,35
4013,M18666,M,299.2673516,308.9071229,1948,6.526816267,73
1878,M18667,M,298.4971729,307.8988314,2874,46.43505261,28
7187,M18668,M,295.7632156,308.062436,1197,4.025537063,79
6309,L50989,L,295.7854404,306.6983705,1833,23.10498514,165
2315,M18670,M,301.6665036,312.226687,2400,40.17701379,212
9656,M18671,M,299.5129467,305.7748627,2254,70.14128136,101
5248,L50992,L,297.383999,308.2312942,2248,13.01573861,168
3993,L50993,L,300.9485268,307.1127254,2624,16.12424859,32
2915,M18674,M,297.6262947,310.4712154,2499,52.52140469,92
9534,L50995,L,300.6142121,307.7594445,2766,31.08993131,111
3935,L50996,L,298.6047205,307.7978875,2657,49.18507806,122
2702,M18677,M,302.8766805,309.655539,2844,76.41466337,208
4045,L50998,L,302.8504047,310.9867812,2796,75.64425695,140
34,L50999,L,299.6916237,306.6825681,2298,29.55034859,133
2146,L51000,L,298.5275358,307.1216428,1767,40.48576576,193
6460,L51001,L,298.6355501,307.7021154,2185,69.66144355,7
7488,M18682,M,302.7125736,313.5873605,2492,10.50980582,246
9472,M18683,M,298.3192512,308.9169352,1787,36.7277242,117
