UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,Failure Type Encoded
2851,L50030,L,300.4,309.3,1671,35.0,209,No Failure,1
2852,L50031,L,300.5,309.3,1373,48.8,211,No Failure,1
2853,M17712,M,300.5,309.4,1347,50.1,213,No Failure,1
2854,M17713,M,300.5,309.3,1539,39.1,216,No Failure,1
2855,L50034,L,300.5,309.3,1470,40.8,219,No Failure,1
2856,L50035,L,300.5,309.3,1528,37.0,221,No Failure,1
2857,H32270,H,300.5,309.3,1471,45.2,223,No Failure,1
2858,M17717,M,300.4,309.2,1528,37.2,228,No Failure,1
2859,L50038,L,300.5,309.3,1417,51.5,231,Overstrain Failure,2
2860,L50039,L,300.6,309.4,1549,43.4,233,No Failure,1
2861,H32274,H,300.6,309.4,1463,49.2,235,No Failure,1
2862,L50041,L,300.7,309.5,1479,43.6,240,No Failure,1
2863,L50042,L,300.6,309.5,1867,23.0,242,No Failure,1
2864,L50043,L,300.6,309.4,1471,44.1,244,No Failure,1
2865,H32278,H,300.6,309.4,1380,47.6,246,Tool Wear Failure,5
2866,H32279,H,300.7,309.7,1623,32.7,0,No Failure,1
2867,L50046,L,300.8,309.7,1997,20.7,5,No Failure,1
2868,H32281,H,300.7,309.6,1390,48.5,7,No Failure,1
2869,L50048,L,300.8,309.7,1418,46.6,12,No Failure,1
2870,L50049,L,300.8,309.7,1519,35.8,14,No Failure,1
2871,M17730,M,300.8,309.7,1519,39.7,16,No Failure,1
2872,M17731,M,300.7,309.6,1536,37.2,19,No Failure,1
2873,L50052,L,300.8,309.6,1680,28.7,22,No Failure,1
2874,H32287,H,300.6,309.4,1555,37.9,24,No Failure,1
2875,L50054,L,300.6,309.5,1471,49.6,29,No Failure,1
2876,M17735,M,300.5,309.4,1877,23.8,31,No Failure,1
2877,M17736,M,300.5,309.3,1578,30.5,34,No Failure,1
2878,M17737,M,300.5,309.4,1655,32.1,37,No Failure,1
2879,H32292,H,300.5,309.4,1502,34.3,40,No Failure,1
2880,M17739,M,300.6,309.4,1367,63.2,45,Power Failure,3
2881,L50060,L,300.7,309.5,1541,37.2,48,No Failure,1
2882,M17741,M,300.6,309.6,1588,37.0,50,No Failure,1
2883,L50062,L,300.6,309.6,1684,32.8,53,No Failure,1
2884,L50063,L,300.6,309.5,1437,40.0,55,No Failure,1
2885,L50064,L,300.6,309.6,1409,42.4,57,No Failure,1
2886,M17745,M,300.5,309.5,1320,49.9,59,No Failure,1
2887,H32300,H,300.5,309.5,1635,34.2,62,No Failure,1
2888,M17747,M,300.5,309.5,1691,27.6,67,No Failure,1
2889,M17748,M,300.6,309.6,1365,50.0,70,No Failure,1
2890,M17749,M,300.7,309.7,1523,38.2,73,No Failure,1
2891,L50070,L,300.6,309.7,1593,32.4,76,No Failure,1
2892,L50071,L,300.6,309.6,1682,30.7,78,No Failure,1
2893,L50072,L,300.7,309.6,1329,54.3,80,No Failure,1
2894,M17753,M,300.7,309.6,1568,35.2,82,No Failure,1
2895,L50074,L,300.7,309.6,1733,24.8,85,No Failure,1
2896,M17755,M,300.7,309.6,1473,48.1,87,No Failure,1
2897,M17756,M,300.7,309.5,1633,31.3,90,No Failure,1
2898,M17757,M,300.6,309.5,1530,40.2,93,No Failure,1
2899,M17758,M,300.6,309.5,1550,40.2,96,No Failure,1
2900,L50079,L,300.6,309.4,1410,40.6,99,No Failure,1
2901,L50080,L,300.5,309.3,1574,33.5,101,No Failure,1
2902,L50081,L,300.6,309.4,1425,40.3,103,No Failure,1
2903,M17762,M,300.6,309.4,1541,35.2,105,No Failure,1
2904,M17763,M,300.7,309.5,1733,26.7,108,No Failure,1
2905,L50084,L,300.6,309.4,2496,13.5,111,No Failure,1
2906,L50085,L,300.6,309.4,1552,36.4,113,No Failure,1
2907,L50086,L,300.6,309.3,1409,38.7,115,No Failure,1
2908,M17767,M,300.6,309.4,1581,35.7,117,No Failure,1
2909,L50088,L,300.7,309.5,1251,59.9,120,No Failure,1
2910,L50089,L,300.7,309.6,1500,44.1,122,No Failure,1
2911,L50090,L,300.6,309.5,1576,38.8,124,No Failure,1
2912,M17771,M,300.7,309.5,1352,44.0,126,No Failure,1
2913,L50092,L,300.7,309.6,1661,30.3,129,No Failure,1
2914,L50093,L,300.7,309.6,1541,34.6,131,No Failure,1
2915,H32328,H,300.6,309.6,1888,20.5,133,No Failure,1
2916,L50095,L,300.5,309.5,1255,62.1,138,No Failure,1
2917,L50096,L,300.6,309.6,1411,41.6,140,No Failure,1
2918,L50097,L,300.6,309.5,1516,39.0,142,No Failure,1
2919,M17778,M,300.6,309.5,1492,34.0,144,No Failure,1
2920,L50099,L,300.6,309.6,1726,30.0,147,No Failure,1
2921,L50100,L,300.7,309.7,1598,33.7,149,No Failure,1
2922,L50101,L,300.8,309.8,1657,31.1,151,No Failure,1
2923,L50102,L,300.8,309.7,1481,38.1,153,No Failure,1
2924,M17783,M,300.7,309.7,1397,51.3,155,No Failure,1
2925,L50104,L,300.8,309.7,1461,44.3,158,No Failure,1
2926,M17785,M,300.7,309.6,1388,51.1,160,No Failure,1
2927,L50106,L,300.7,309.7,1507,52.4,163,No Failure,1
2928,M17787,M,300.7,309.6,1421,49.8,165,No Failure,1
2929,M17788,M,300.8,309.7,1258,54.9,168,No Failure,1
2930,M17789,M,300.8,309.7,1482,39.0,171,No Failure,1
2931,H32344,H,300.7,309.6,1403,51.3,174,No Failure,1
2932,L50111,L,300.8,309.7,1373,45.4,179,No Failure,1
2933,L50112,L,300.9,309.7,1460,42.1,181,No Failure,1
2934,M17793,M,300.8,309.7,1751,27.9,183,No Failure,1
2935,M17794,M,300.8,309.6,1546,42.3,186,No Failure,1
2936,M17795,M,300.8,309.7,1680,28.2,189,No Failure,1
2937,M17796,M,300.9,309.7,1394,48.8,192,No Failure,1
2938,L50117,L,300.7,309.6,1810,26.0,195,No Failure,1
2939,L50118,L,300.7,309.5,1479,34.5,197,No Failure,1
2940,L50119,L,300.9,309.7,1431,41.4,199,No Failure,1
2941,L50120,L,300.9,309.7,2355,14.4,201,No Failure,1
2942,M17801,M,300.7,309.6,1996,19.8,203,Tool Wear Failure,5
2943,L50122,L,300.7,309.5,1461,49.9,0,No Failure,1
2944,H32357,H,300.7,309.5,2007,19.7,2,No Failure,1
2945,L50124,L,300.7,309.6,1505,34.9,7,No Failure,1
2946,H32359,H,300.7,309.6,1925,20.5,9,No Failure,1
2947,M17806,M,300.7,309.5,1622,30.5,14,No Failure,1
2948,L50127,L,300.7,309.5,1592,29.0,17,No Failure,1
2949,L50128,L,300.7,309.5,1850,24.5,19,No Failure,1
2950,M17809,M,300.7,309.5,1470,48.7,21,No Failure,1
2951,M17810,M,300.7,309.5,1445,46.4,24,No Failure,1
2952,L50131,L,300.7,309.5,1685,31.1,27,No Failure,1
2953,H32366,H,300.7,309.5,1667,30.5,29,No Failure,1
2954,L50133,L,300.7,309.5,1578,35.4,34,No Failure,1
2955,H32368,H,300.6,309.4,1691,28.0,36,No Failure,1
2956,M17815,M,300.7,309.5,1439,43.8,41,No Failure,1
2957,M17816,M,300.8,309.6,1404,38.7,44,No Failure,1
2958,L50137,L,300.8,309.6,1498,45.8,47,No Failure,1
2959,M17818,M,300.8,309.5,1481,44.5,49,No Failure,1
2960,M17819,M,300.7,309.4,1589,35.0,52,No Failure,1
2961,L50140,L,300.7,309.5,1467,44.3,55,No Failure,1
2962,L50141,L,300.6,309.4,1654,32.8,57,No Failure,1
2963,L50142,L,300.7,309.5,1508,39.9,59,No Failure,1
2964,M17823,M,300.7,309.6,1439,43.0,61,No Failure,1
2965,L50144,L,300.7,309.5,1692,30.3,64,No Failure,1
2966,M17825,M,300.7,309.5,1838,24.9,66,No Failure,1
2967,L50146,L,300.6,309.3,1601,40.2,69,No Failure,1
2968,L50147,L,300.6,309.4,1369,51.6,71,No Failure,1
2969,M17828,M,300.6,309.4,1312,45.2,73,No Failure,1
2970,L50149,L,300.6,309.4,1468,44.1,76,No Failure,1
2971,M17830,M,300.6,309.4,1452,39.4,78,No Failure,1
2972,M17831,M,300.7,309.5,1393,43.9,81,No Failure,1
2973,M17832,M,300.6,309.4,1432,44.2,84,No Failure,1
2974,M17833,M,300.6,309.3,1510,46.0,87,No Failure,1
2975,M17834,M,300.6,309.4,1521,37.2,90,No Failure,1
2976,H32389,H,300.5,309.4,1360,46.2,93,No Failure,1
2977,M17836,M,300.5,309.3,1881,25.5,98,No Failure,1
2978,L50157,L,300.4,309.3,1413,50.3,101,No Failure,1
2979,H32392,H,300.5,309.4,1642,36.2,103,No Failure,1
2980,L50159,L,300.5,309.5,1542,38.5,108,No Failure,1
2981,L50160,L,300.4,309.5,1447,39.3,110,No Failure,1
2982,H32395,H,300.4,309.4,1530,40.4,112,No Failure,1
2983,L50162,L,300.5,309.5,1795,27.7,117,No Failure,1
2984,L50163,L,300.6,309.6,1290,57.4,119,No Failure,1
2985,L50164,L,300.6,309.7,1639,30.4,121,No Failure,1
2986,L50165,L,300.7,309.8,1596,31.5,123,No Failure,1
2987,L50166,L,300.6,309.8,1455,48.0,125,No Failure,1
2988,M17847,M,300.6,309.8,1659,28.9,127,No Failure,1
2989,M17848,M,300.6,309.8,1532,42.5,130,No Failure,1
2990,L50169,L,300.6,309.8,1502,42.4,133,No Failure,1
2991,L50170,L,300.6,309.8,1688,28.6,135,No Failure,1
2992,M17851,M,300.5,309.7,1341,50.9,137,No Failure,1
2993,M17852,M,300.5,309.7,1685,29.4,140,No Failure,1
2994,M17853,M,300.5,309.8,1370,55.9,143,No Failure,1
2995,L50174,L,300.5,309.8,1461,52.5,146,No Failure,1
2996,L50175,L,300.5,309.8,1550,37.4,148,No Failure,1
2997,M17856,M,300.5,309.8,1508,37.8,150,No Failure,1
2998,L50177,L,300.5,309.8,1345,62.7,153,No Failure,1
2999,L50178,L,300.5,309.7,1616,34.5,155,No Failure,1
3000,L50179,L,300.5,309.7,1395,61.0,157,No Failure,1
3001,H32414,H,300.5,309.8,1324,72.8,159,Power Failure,3
3002,L50181,L,300.5,309.8,1445,43.9,164,No Failure,1
3003,M17862,M,300.5,309.8,1555,38.9,166,No Failure,1
3004,M17863,M,300.6,309.9,1449,42.4,169,No Failure,1
3005,M17864,M,300.5,309.9,1466,53.2,172,No Failure,1
3006,L50185,L,300.5,309.9,1503,37.4,175,No Failure,1
3007,L50186,L,300.4,309.7,1488,35.7,177,No Failure,1
3008,L50187,L,300.4,309.7,1314,50.2,179,No Failure,1
3009,M17868,M,300.4,309.7,1547,38.0,181,No Failure,1
3010,M17869,M,300.4,309.7,1466,39.8,184,No Failure,1
3011,L50190,L,300.3,309.6,1537,37.1,187,No Failure,1
3012,M17871,M,300.2,309.5,1434,51.5,189,No Failure,1
3013,L50192,L,300.4,309.6,1432,44.7,192,No Failure,1
3014,L50193,L,300.5,309.6,1390,48.4,194,No Failure,1
3015,L50194,L,300.5,309.7,1580,42.8,196,No Failure,1
3016,L50195,L,300.5,309.7,1589,30.5,198,No Failure,1
3017,L50196,L,300.5,309.8,1441,48.8,200,No Failure,1
3018,L50197,L,300.5,309.8,1305,51.7,202,No Failure,1
3019,M17878,M,300.5,309.8,1566,35.9,204,No Failure,1
3020,L50199,L,300.5,309.8,1379,54.2,207,Overstrain Failure,2
3021,L50200,L,300.4,309.6,1543,38.1,209,No Failure,1
3022,L50201,L,300.5,309.8,1421,49.6,211,No Failure,1
3023,L50202,L,300.5,309.6,1760,30.6,213,No Failure,1
3024,L50203,L,300.4,309.5,1711,29.2,215,No Failure,1
3025,L50204,L,300.5,309.6,1465,41.6,217,No Failure,1
3026,L50205,L,300.5,309.6,1366,50.2,219,No Failure,1
3027,M17886,M,300.4,309.5,1888,21.9,221,No Failure,1
3028,L50207,L,300.5,309.5,1777,23.6,0,No Failure,1
3029,L50208,L,300.5,309.5,1379,55.6,2,No Failure,1
3030,L50209,L,300.4,309.5,1525,51.3,4,No Failure,1
3031,M17890,M,300.4,309.6,1563,34.0,6,No Failure,1
3032,M17891,M,300.5,309.7,1389,43.3,9,No Failure,1
3033,M17892,M,300.6,309.8,1447,42.9,12,No Failure,1
3034,M17893,M,300.6,309.7,1934,22.8,15,No Failure,1
3035,H32448,H,300.6,309.7,1470,43.8,18,No Failure,1
3036,M17895,M,300.6,309.7,1428,42.6,23,No Failure,1
3037,L50216,L,300.4,309.6,1319,48.1,26,No Failure,1
3038,L50217,L,300.5,309.7,1887,24.3,28,No Failure,1
3039,L50218,L,300.4,309.5,1349,50.4,30,No Failure,1
3040,M17899,M,300.3,309.5,1665,31.4,32,No Failure,1
3041,L50220,L,300.3,309.5,1474,38.7,35,No Failure,1
3042,L50221,L,300.4,309.5,1543,38.9,37,No Failure,1
3043,M17902,M,300.2,309.4,1459,43.9,39,No Failure,1
3044,L50223,L,300.3,309.5,1551,37.9,42,No Failure,1
3045,L50224,L,300.2,309.4,1981,21.4,44,No Failure,1
3046,L50225,L,300.2,309.4,1526,35.3,46,No Failure,1
3047,M17906,M,300.2,309.4,1501,40.0,48,No Failure,1
3048,L50227,L,300.2,309.4,1558,38.3,51,No Failure,1
3049,L50228,L,300.2,309.3,1532,43.2,53,No Failure,1
3050,L50229,L,300.1,309.2,1326,55.9,55,No Failure,1
3051,L50230,L,300.2,309.2,1431,51.3,57,No Failure,1
3052,L50231,L,300.2,309.3,1366,49.3,59,No Failure,1
3053,L50232,L,300.1,309.2,1421,42.5,61,No Failure,1
3054,H32467,H,300.2,309.3,1506,35.6,63,No Failure,1
3055,H32468,H,300.2,309.3,1342,48.7,68,No Failure,1
3056,L50235,L,300.1,309.2,1427,37.6,73,No Failure,1
3057,L50236,L,300.2,309.2,1667,29.9,75,No Failure,1
3058,L50237,L,300.1,309.1,1400,46.7,77,No Failure,1
3059,L50238,L,300.0,309.0,1709,32.1,79,No Failure,1
3060,M17919,M,300.0,309.0,1368,45.8,81,No Failure,1
3061,L50240,L,300.0,309.1,1882,23.8,84,No Failure,1
3062,L50241,L,300.1,309.1,1353,58.7,86,No Failure,1
3063,L50242,L,299.9,309.0,1553,40.0,88,No Failure,1
3064,L50243,L,300.0,309.1,1431,45.4,90,No Failure,1
3065,M17924,M,300.1,309.1,1731,30.4,92,No Failure,1
3066,M17925,M,300.1,309.2,1687,27.7,95,Random Failures,4
3067,M17926,M,300.1,309.2,1457,44.3,98,No Failure,1
3068,L50247,L,300.1,309.2,1533,37.0,101,No Failure,1
3069,H32482,H,300.0,309.0,1622,31.8,103,No Failure,1
3070,L50249,L,300.0,309.1,1791,28.2,108,No Failure,1
3071,L50250,L,300.0,309.1,1631,28.3,110,No Failure,1
3072,L50251,L,300.0,309.0,2174,16.9,112,No Failure,1
3073,L50252,L,300.1,309.0,1314,58.2,114,No Failure,1
3074,L50253,L,300.1,309.1,1478,46.9,116,No Failure,1
3075,L50254,L,300.1,309.2,1783,27.3,118,No Failure,1
3076,M17935,M,300.1,309.2,1385,46.1,120,No Failure,1
3077,L50256,L,300.0,309.2,1444,43.6,123,No Failure,1
3078,L50257,L,300.1,309.3,1841,23.0,125,No Failure,1
3079,M17938,M,300.1,309.4,1349,56.2,127,No Failure,1
3080,L50259,L,300.1,309.3,1340,56.0,130,No Failure,1
3081,M17940,M,299.9,309.2,1539,43.2,132,No Failure,1
3082,M17941,M,300.0,309.3,1932,21.8,135,No Failure,1
3083,M17942,M,300.0,309.3,1407,43.9,138,No Failure,1
3084,L50263,L,300.1,309.3,1712,28.5,141,No Failure,1
3085,H32498,H,300.1,309.4,1329,55.2,143,No Failure,1
3086,L50265,L,300.1,309.2,1441,42.9,148,No Failure,1
3087,L50266,L,300.0,309.2,1610,32.1,150,No Failure,1
3088,M17947,M,300.0,309.1,1474,45.2,152,No Failure,1
3089,M17948,M,300.0,309.1,1624,30.8,155,No Failure,1
3090,H32503,H,300.1,309.3,1520,38.2,158,No Failure,1
3091,H32504,H,300.1,309.3,1448,45.8,163,No Failure,1
3092,L50271,L,300.0,309.3,1558,29.7,168,No Failure,1
3093,M17952,M,300.0,309.3,2293,16.3,170,No Failure,1
3094,L50273,L,300.0,309.3,1397,51.2,173,No Failure,1
3095,L50274,L,300.0,309.3,1972,22.0,175,No Failure,1
3096,M17955,M,299.9,309.2,1574,36.5,177,No Failure,1
3097,L50276,L,299.9,309.2,1560,38.9,180,No Failure,1
3098,M17957,M,299.9,309.2,1353,49.8,182,No Failure,1
3099,M17958,M,299.9,309.2,1389,51.2,185,No Failure,1
3100,M17959,M,299.9,309.1,1513,43.8,188,No Failure,1
3101,L50280,L,299.8,309.1,1578,42.1,191,No Failure,1
3102,H32515,H,299.8,309.0,1467,37.3,193,No Failure,1
3103,L50282,L,299.9,309.1,1412,48.3,198,No Failure,1
3104,L50283,L,299.8,309.1,1668,30.3,200,No Failure,1
3105,M17964,M,299.8,309.2,1678,29.8,202,No Failure,1
3106,L50285,L,299.8,309.1,1612,35.4,205,No Failure,1
3107,L50286,L,299.8,309.1,1485,39.9,207,No Failure,1
3108,M17967,M,299.8,309.1,1456,39.4,209,No Failure,1
3109,L50288,L,299.8,309.2,1504,38.7,212,No Failure,1
3110,L50289,L,299.9,309.2,1491,44.3,214,No Failure,1
3111,H32524,H,299.9,309.2,1525,33.2,0,No Failure,1
3112,L50291,L,300.0,309.2,1759,27.9,5,No Failure,1
3113,M17972,M,299.8,309.1,1355,56.7,7,No Failure,1
3114,M17973,M,299.9,309.1,1345,56.8,10,No Failure,1
3115,M17974,M,299.9,309.2,1683,30.5,13,No Failure,1
3116,L50295,L,299.9,309.2,1658,34.8,16,No Failure,1
3117,L50296,L,300.0,309.2,1566,34.4,18,No Failure,1
3118,M17977,M,300.1,309.3,1469,43.9,20,No Failure,1
3119,M17978,M,300.2,309.5,1458,46.9,23,No Failure,1
3120,L50299,L,300.1,309.4,1858,23.6,26,No Failure,1
3121,H32534,H,300.1,309.4,1563,40.8,28,No Failure,1
3122,L50301,L,300.1,309.4,2141,17.9,33,No Failure,1
3123,L50302,L,300.0,309.3,1473,46.0,35,No Failure,1
3124,H32537,H,300.0,309.4,1498,38.5,37,No Failure,1
3125,L50304,L,300.1,309.4,1568,39.7,42,No Failure,1
3126,L50305,L,300.1,309.4,1694,27.4,44,No Failure,1
3127,L50306,L,300.0,309.4,1499,35.7,46,No Failure,1
3128,L50307,L,300.0,309.5,1717,28.3,48,No Failure,1
3129,M17988,M,300.1,309.5,1462,42.8,50,No Failure,1
3130,L50309,L,300.1,309.6,1642,34.5,53,No Failure,1
3131,L50310,L,300.1,309.6,1760,25.4,55,No Failure,1
3132,L50311,L,300.1,309.5,1660,32.7,57,No Failure,1
3133,L50312,L,300.1,309.5,1557,40.6,59,No Failure,1
3134,H32547,H,300.2,309.6,1442,49.2,61,No Failure,1
3135,L50314,L,300.2,309.6,1359,51.5,66,No Failure,1
3136,L50315,L,300.4,309.8,1342,52.5,68,No Failure,1
3137,L50316,L,300.4,309.9,1435,54.8,70,No Failure,1
3138,L50317,L,300.4,309.9,1567,36.5,72,No Failure,1
3139,L50318,L,300.4,309.9,1376,43.5,74,No Failure,1
3140,H32553,H,300.4,309.9,1513,38.7,76,No Failure,1
3141,H32554,H,300.4,309.9,2563,12.8,81,Power Failure,3
3142,L50321,L,300.5,310.0,1521,45.1,86,No Failure,1
3143,L50322,L,300.6,310.0,1658,34.7,88,No Failure,1
3144,H32557,H,300.6,310.0,1419,42.4,90,No Failure,1
3145,M18004,M,300.6,310.0,1478,36.3,95,No Failure,1
3146,M18005,M,300.5,310.0,1415,43.5,98,No Failure,1
3147,M18006,M,300.5,309.9,1780,26.5,101,No Failure,1
3148,M18007,M,300.4,309.7,1440,42.8,104,No Failure,1
3149,H32562,H,300.4,309.8,1448,39.7,107,No Failure,1
3150,H32563,H,300.4,309.7,1500,35.2,112,No Failure,1
3151,L50330,L,300.4,309.8,1513,32.9,117,No Failure,1
3152,L50331,L,300.5,309.8,1428,43.8,119,No Failure,1
3153,M18012,M,300.5,309.8,1473,42.3,121,No Failure,1
3154,M18013,M,300.5,309.9,1483,49.3,124,No Failure,1
3155,L50334,L,300.4,309.7,1534,42.5,127,No Failure,1
3156,L50335,L,300.5,309.8,1367,54.0,129,No Failure,1
3157,L50336,L,300.4,309.7,1467,36.9,131,No Failure,1
3158,M18017,M,300.4,309.7,1488,42.2,133,No Failure,1
3159,L50338,L,300.4,309.7,1679,30.1,136,No Failure,1
3160,H32573,H,300.4,309.8,1409,47.5,138,No Failure,1
3161,M18020,M,300.4,309.7,1367,51.2,143,No Failure,1
3162,L50341,L,300.4,309.8,1314,63.1,146,No Failure,1
3163,L50342,L,300.5,309.9,1480,40.0,148,No Failure,1
3164,L50343,L,300.4,309.8,1549,38.9,150,No Failure,1
3165,L50344,L,300.4,309.7,1685,31.3,152,No Failure,1
3166,L50345,L,300.4,309.6,1536,34.5,154,No Failure,1
3167,M18026,M,300.4,309.7,1539,37.7,156,No Failure,1
3168,L50347,L,300.4,309.7,1384,45.1,159,No Failure,1
3169,M18028,M,300.4,309.6,1614,30.3,161,No Failure,1
3170,M18029,M,300.4,309.6,1675,35.5,164,No Failure,1
3171,M18030,M,300.4,309.7,1685,32.3,167,No Failure,1
3172,L50351,L,300.4,309.6,1386,56.9,170,No Failure,1
3173,M18032,M,300.3,309.6,1488,41.3,172,No Failure,1
3174,L50353,L,300.3,309.6,1624,32.6,175,No Failure,1
3175,L50354,L,300.3,309.6,1600,34.6,177,No Failure,1
3176,L50355,L,300.3,309.6,1468,44.7,179,No Failure,1
3177,L50356,L,300.3,309.6,1435,45.4,181,No Failure,1
3178,M18037,M,300.2,309.5,1564,33.4,183,No Failure,1
3179,M18038,M,300.2,309.4,1329,53.6,186,No Failure,1
3180,L50359,L,300.1,309.3,1570,36.8,189,No Failure,1
3181,M18040,M,300.2,309.4,1433,48.8,191,No Failure,1
3182,L50361,L,300.2,309.4,1527,37.0,194,No Failure,1
3183,M18042,M,300.1,309.3,1443,50.3,196,No Failure,1
3184,L50363,L,300.1,309.3,1616,32.0,199,No Failure,1
3185,L50364,L,300.1,309.3,1654,31.0,201,No Failure,1
3186,L50365,L,300.1,309.3,1685,27.1,203,No Failure,1
3187,M18046,M,300.2,309.4,1456,48.8,205,No Failure,1
3188,M18047,M,300.2,309.4,1752,27.8,208,No Failure,1
3189,M18048,M,300.1,309.2,1438,51.0,211,No Failure,1
3190,L50369,L,300.1,309.1,1551,33.7,214,No Failure,1
3191,L50370,L,300.1,309.2,1599,30.1,216,No Failure,1
3192,M18051,M,300.1,309.2,1732,33.7,218,No Failure,1
3193,M18052,M,300.1,309.2,1418,39.8,221,No Failure,1
3194,L50373,L,300.0,309.1,1401,44.5,0,No Failure,1
3195,L50374,L,300.0,309.0,1454,51.7,2,No Failure,1
3196,M18055,M,300.0,309.2,1635,32.4,4,No Failure,1
3197,L50376,L,300.0,309.1,1489,40.3,7,No Failure,1
3198,L50377,L,300.0,309.1,1465,40.6,9,No Failure,1
3199,M18058,M,300.0,309.1,1463,45.7,11,No Failure,1
3200,H32613,H,300.1,309.1,1560,35.4,14,No Failure,1
3201,M18060,M,300.1,309.2,1454,44.4,19,No Failure,1
3202,L50381,L,300.2,309.1,1479,47.0,22,No Failure,1
3203,L50382,L,300.2,309.2,1430,43.4,24,No Failure,1
3204,M18063,M,300.1,309.1,1533,38.0,26,No Failure,1
3205,L50384,L,300.1,309.0,1404,54.8,29,No Failure,1
3206,M18065,M,300.1,308.9,1548,38.4,31,No Failure,1
3207,M18066,M,300.1,309.0,1612,33.0,34,No Failure,1
3208,M18067,M,300.2,309.0,1642,31.2,37,No Failure,1
3209,M18068,M,300.2,309.1,1406,42.2,40,No Failure,1
3210,L50389,L,300.3,309.2,1587,31.4,43,No Failure,1
3211,M18070,M,300.3,309.2,1364,47.6,45,No Failure,1
3212,L50391,L,300.3,309.2,1462,51.4,48,No Failure,1
3213,L50392,L,300.3,309.2,1649,32.4,50,No Failure,1
3214,L50393,L,300.4,309.2,1752,29.0,52,No Failure,1
3215,H32628,H,300.4,309.3,1396,51.2,54,No Failure,1
3216,M18075,M,300.5,309.4,2179,16.3,59,No Failure,1
3217,L50396,L,300.5,309.5,1653,27.6,62,No Failure,1
3218,L50397,L,300.6,309.5,2025,21.4,64,No Failure,1
3219,L50398,L,300.6,309.6,1426,53.6,66,No Failure,1
3220,M18079,M,300.6,309.6,1503,38.4,68,No Failure,1
3221,M18080,M,300.7,309.6,1525,36.5,71,No Failure,1
3222,L50401,L,300.6,309.6,1423,49.1,74,No Failure,1
3223,M18082,M,300.7,309.7,1435,44.7,76,No Failure,1
3224,H32637,H,300.6,309.5,1495,36.5,79,No Failure,1
3225,M18084,M,300.6,309.5,1557,33.8,84,No Failure,1
3226,L50405,L,300.6,309.4,1474,40.7,87,No Failure,1
3227,L50406,L,300.5,309.3,1465,46.0,89,No Failure,1
3228,M18087,M,300.5,309.3,1589,34.9,91,No Failure,1
3229,L50408,L,300.5,309.3,1475,46.8,94,No Failure,1
3230,L50409,L,300.6,309.4,1442,43.2,96,No Failure,1
3231,L50410,L,300.6,309.4,1556,36.0,98,No Failure,1
3232,L50411,L,300.7,309.3,1425,45.3,100,No Failure,1
3233,L50412,L,300.7,309.3,1580,38.3,102,No Failure,1
3234,H32647,H,300.8,309.4,1474,40.7,104,No Failure,1
3235,L50414,L,300.8,309.4,1489,38.4,109,No Failure,1
3236,L50415,L,300.8,309.4,1946,20.5,111,No Failure,1
3237,M18096,M,300.8,309.4,1342,62.4,113,Heat Dissipation Failure,0
3238,M18097,M,300.9,309.5,1758,26.8,116,No Failure,1
3239,M18098,M,300.9,309.4,1724,25.6,119,No Failure,1
3240,L50419,L,301.0,309.5,1430,48.5,122,No Failure,1
3241,L50420,L,300.9,309.5,1612,35.2,124,No Failure,1
3242,H32655,H,300.9,309.5,1469,43.4,126,No Failure,1
3243,L50422,L,300.9,309.6,1384,42.4,131,No Failure,1
3244,L50423,L,301.0,309.6,1724,28.1,133,No Failure,1
3245,M18104,M,301.0,309.6,1397,48.0,135,No Failure,1
3246,M18105,M,301.0,309.6,1588,32.7,138,No Failure,1
3247,L50426,L,301.0,309.7,1468,42.0,141,No Failure,1
3248,M18107,M,301.0,309.8,1594,31.1,143,No Failure,1
3249,M18108,M,301.0,309.7,1511,39.3,146,No Failure,1
3250,L50429,L,301.1,309.8,1493,38.9,149,No Failure,1
3251,H32664,H,301.2,309.8,1709,27.0,151,No Failure,1
3252,L50431,L,301.1,309.6,1501,36.1,156,No Failure,1
3253,L50432,L,301.1,309.7,1668,30.8,158,No Failure,1
3254,L50433,L,301.1,309.6,1502,48.9,160,No Failure,1
3255,M18114,M,301.0,309.7,1288,58.4,162,No Failure,1
3256,L50435,L,301.0,309.7,1491,42.9,165,No Failure,1
3257,L50436,L,301.1,309.8,1519,39.6,167,No Failure,1
3258,L50437,L,301.2,309.9,1984,19.7,169,No Failure,1
3259,L50438,L,301.2,309.9,1643,32.9,171,No Failure,1
3260,M18119,M,301.2,310.0,1625,31.6,173,No Failure,1
3261,M18120,M,301.3,310.0,2068,17.8,176,No Failure,1
3262,H32675,H,301.3,310.1,1469,39.7,179,No Failure,1
3263,L50442,L,301.3,310.1,1558,36.3,184,No Failure,1
3264,L50443,L,301.3,310.0,1344,54.8,186,No Failure,1
3265,H32678,H,301.3,310.1,1455,44.1,188,No Failure,1
3266,L50445,L,301.3,310.1,1355,53.6,193,No Failure,1
3267,L50446,L,301.3,310.1,1269,56.8,195,Overstrain Failure,2
3268,L50447,L,301.3,310.0,1550,41.5,197,No Failure,1
3269,M18128,M,301.3,310.1,1525,37.8,199,No Failure,1
3270,M18129,M,301.3,310.0,1696,32.4,202,No Failure,1
3271,L50450,L,301.4,310.1,1937,21.8,205,No Failure,1
